Zoned School,Current Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
"","ESE Placed
Total",,,,,1,,,1,2
"",Magnet,LOCKHART ELEMENTARY MAGNET,Elem,,4,,,,,4
"",,LOMAX ELEMENTARY MAGNET,Elem,,3,2,,,,5
"",,MULLER ELEMENTARY MAGNET,Elem,,6,4,,1,1,12
"",,RAMPELLO K-8,K-8,1,,,,,3,4
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,1,25,14,,5,51,96
"",,ROLAND PARK K-8 MAGNET,K-8,,1,2,,,,3
"",,SHORE ELEMENTARY,Elem,,,,,,1,1
"",Magnet Total,,,2,39,22,,6,56,125
"",Neighborhood,CLEVELAND ELEMENTARY,Elem,,4,,,,,4
"",,DESOTO ELEMENTARY,Elem,,1,,,,,1
"",,EDISON ELEMENTARY,Elem,,2,,,,,2
"",,JAMES ELEMENTARY,Elem,,1,,,,,1
"",,KENLY ELEMENTARY,Elem,,3,,,,,3
"",,KIMBELL ELEMENTARY,Elem,,3,,,,,3
"",,LEWIS ELEMENTARY,Elem,2,6,7,,4,1,20
"",,LOCKHART ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,LOMAX ELEMENTARY MAGNET,Elem,,1,,,,1,2
"",,MULLER ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,OAK PARK ELEMENTARY,Elem,,3,,,1,,4
"",,PALM RIVER ELEMENTARY,Elem,,1,,,,,1
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,,,2,,1,3,6
"",,ROBLES ELEMENTARY,Elem,,5,,,,1,6
"",,SHAW ELEMENTARY,Elem,,1,,,,,1
"",,SHEEHY ELEMENTARY,Elem,,7,,,,,7
"",,SHORE ELEMENTARY,Elem,,,,,,1,1
Zoned School,Placement,Current School,School,Asian,Black,Hispanic,Indian,Multi,White,Grand
"",,,Level,,,,,,,Total
Temple Terrace,Neighborhood,TEMPLE TERRACE ELEMENTARY,Elem,10,201,98,,22,51,382
"",,THONOTOSASSA ELEMENTARY,Elem,,2,,,,,2
"",,WITTER ELEMENTARY,Elem,,1,,,,,1
"",,WOODSON K-8,K-8,,,1,,,,1
"",Neighborhood,,,,,,,,,
"",Total,,,12,244,108,,28,59,451
Temple Terrace Total,,,,15,397,168,,49,162,791
Thompson,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,2,,,,1,3
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,3,,,,3
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,,,,,1
"",,CREEKSIDE CHARTER ACADEMY,K-8,,7,2,,,3,12
"",,DR KIRAN C PATEL ELEMENTARY,Elem,,,1,,,,1
"",,INDEPENDENCE ACADEMY,K-8,,1,,,,,1
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,4,1,,,1,6
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,,,,1,1
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,19,18,,4,18,59
"",,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,,,21,,,,21
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,3,2,,,,5
"",,SLAM ACADEMY AT APOLLO BEACH,K-8,7,30,90,2,20,64,213
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,4,6,,,4,14
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,,,,,1
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,,,2,,,,2
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,1,,,,1,2
"",,WATERSET CHARTER SCHOOL,K-8,2,31,23,,5,35,96
"",,WINTHROP CHARTER SCHOOL,K-8,,,2,,,,2
"",Charter Total,,,9,104,171,2,29,128,443
"",Choice,APOLLO BEACH ELEMENTARY,Elem,,2,6,,1,14,23
"",,BELMONT ELEMENTARY SCHOOL,Elem,,1,,,,,1
"",,BING ELEMENTARY,Elem,,2,,,,,2
"",,BOYETTE SPRINGS ELEMENTARY,Elem,,,,,,1,1
"",,CIMINO ELEMENTARY,Elem,,,1,,,1,2
"",,CORR ELEMENTARY,Elem,,,,,,1,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Thompson,Choice,CYPRESS CREEK ELEMENTARY,Elem,,1,3,,,,4
"",,DESOTO ELEMENTARY,Elem,,,1,,,,1
"",,DOBY ELEMENTARY,Elem,,1,,,,3,4
"",,EDISON ELEMENTARY,Elem,,1,,,,,1
"",,LEWIS ELEMENTARY,Elem,,1,,,,,1
"",,RUSKIN ELEMENTARY,Elem,,2,1,,,4,7
"",,SPRINGHEAD ELEMENTARY,Elem,,,,,,1,1
"",,STOWERS ELEMENTARY,Elem,,,,,,1,1
"",,SUMMERFIELD CROSSINGS ELEM,Elem,,,,,,1,1
"",,SUMMERFIELD ELEMENTARY,Elem,,,1,,,1,2
"",,THOMPSON ELEMENTARY,Elem,,,,,,1,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,1,,,,1
"",Choice Total,,,,11,14,,1,29,55
"",ESE Placed,DAWSON ELEMENTARY,Elem,,,,,,1,1
"","ESE Placed
Total",,,,,,,,1,1
"",Magnet,MULLER ELEMENTARY MAGNET,Elem,,1,,,,,1
"",,RAMPELLO K-8,K-8,,1,,,,1,2
"",,SHORE ELEMENTARY,Elem,,3,,,1,,4
"",,YORK PK-8 MAGNET SCHOOL,K-8,,15,9,,3,9,36
"",Magnet Total,,,,20,9,,4,10,43
"",Neighborhood,COLLINS PK-8 SCHOOL,K-8,,,,,,2,2
"",,CORR ELEMENTARY,Elem,,,1,,,,1
"",,CYPRESS CREEK ELEMENTARY,Elem,,5,10,,,2,17
"",,DOBY ELEMENTARY,Elem,,,,,1,2,3
"",,DUNBAR ELEMENTARY,Elem,,,1,,,2,3
"",,GIBSONTON ELEMENTARY,Elem,,1,,,,,1
"",,LAMB ELEMENTARY,Elem,,,,,,1,1
"",,MINTZ ELEMENTARY,Elem,,1,,,,,1
"",,REDDICK ELEMENTARY,Elem,,1,1,,,,2
"",,RUSKIN ELEMENTARY,Elem,,6,6,,,2,14
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Thompson,Neighborhood,SUMMERFIELD ELEMENTARY,Elem,,,,,,1,1
"",,THOMPSON ELEMENTARY,Elem,6,193,354,1,32,95,681
"",,WIMAUMA ELEMENTARY,Elem,,,,,,1,1
"",,WOODSON K-8,K-8,,1,,,,,1
"",,YORK PK-8 MAGNET SCHOOL,K-8,,,1,,1,,2
"","Neighborhood
Total",,,6,209,374,1,34,108,732
"Thompson Total
153445683682761,274",,,,,,,,,,
Thonotosassa,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,2,,,,,2
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,3,,,,,3
"",,DR KIRAN C PATEL ELEMENTARY,Elem,5,8,11,1,2,8,35
"",,EXCELSIOR PREP CHARTER SCHOOL,Elem,,2,,,,,2
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,,,,1,1
"",,INDEPENDENCE ACADEMY,K-8,,,4,,,3,7
"",,LEARNING GATE COMMUNITY,K-8,,,,,,1,1
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,1,,,,1,2
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,1,,,,,1
"",,NEW SPRINGS SCHOOL,K-8,,3,2,,,2,7
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,,,1,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,1,,,,1
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,,,,,,1,1
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,,,,,1,1
"",,VILLAGE OF EXCELLENCE,Elem,,6,,,,,6
"",,WALTON ACADEMY,Elem,,3,,,,,3
"",,WATERSET CHARTER SCHOOL,K-8,,1,,,1,,2
"",,WINTHROP CHARTER SCHOOL,K-8,,1,,,,1,2
"",,WOODMONT CHARTER SCHOOL,K-8,,10,5,,1,1,17
"",Charter Total,,,5,41,23,1,5,20,95
"",Choice,ALEXANDER ELEMENTARY,Elem,,1,,,,,1
"",,BELMONT ELEMENTARY SCHOOL,Elem,,,,,,1,1
"",,BING ELEMENTARY,Elem,,1,,,,,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Thonotosassa,Choice,CHILES ELEMENTARY,Elem,2,,,1,2,1,6
"",,CLARK ELEMENTARY,Elem,1,1,,,1,1,4
"",,CLAYWELL ELEMENTARY,Elem,,1,,,,,1
"",,DOVER ELEMENTARY,Elem,,,2,,,,2
"",,EGYPT LAKE ELEMENTARY,Elem,,1,,,,,1
"",,FOLSOM ELEMENTARY,Elem,,1,4,,,2,7
"",,FROST ELEMENTARY,Elem,,,,,,1,1
"",,HERITAGE ELEMENTARY,Elem,,2,1,,,1,4
"",,HUNTER'S GREEN ELEMENTARY,Elem,1,1,1,,,,3
"",,LAKE MAGDALENE ELEMENTARY,Elem,,,1,,,,1
"",,LEWIS ELEMENTARY,Elem,1,6,12,,1,2,22
"",,LUTZ K-8 SCHOOL,K-8,,,,,1,,1
"",,MCDONALD ELEMENTARY,Elem,,,,,,5,5
"",,MENDENHALL ELEMENTARY,Elem,,,1,,,,1
"",,TAMPA PALMS ELEMENTARY,Elem,6,1,2,,,,9
"",,TEMPLE TERRACE ELEMENTARY,Elem,,2,1,,,,3
"",,TURNER BARTELS K-8,K-8,,1,,,,1,2
"",,TWIN LAKES ELEMENTARY,Elem,,1,,,,,1
"",,WASHINGTON ELEMENTARY,Elem,,1,,,,,1
"",,WEST TAMPA ELEMENTARY,Elem,,2,,,,,2
"",Choice Total,,,11,24,25,1,5,15,81
"",Magnet,DUNBAR ELEMENTARY,Elem,,,2,,,2,4
"",,LOCKHART ELEMENTARY MAGNET,Elem,,2,,,,,2
"",,LOMAX ELEMENTARY MAGNET,Elem,1,1,1,,,1,4
"",,MULLER ELEMENTARY MAGNET,Elem,3,6,6,,,4,19
"",,RAMPELLO K-8,K-8,,1,,,,1,2
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,2,8,5,,1,,16
"",,ROLAND PARK K-8 MAGNET,K-8,,,,,,1,1
"",,SHORE ELEMENTARY,Elem,,3,1,,1,1,6
"",,TAMPA HEIGHTS ELEM MAGNET,Elem,,2,,,,,2
"",Magnet Total,,,6,23,15,,2,10,56
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Thonotosassa,Neighborhood,COLSON ELEMENTARY,Elem,,,,,,1,1
"",,DUNBAR ELEMENTARY,Elem,,,1,,,,1
"",,FOLSOM ELEMENTARY,Elem,1,5,5,,3,3,17
"",,KENLY ELEMENTARY,Elem,,3,,,,,3
"",,KIMBELL ELEMENTARY,Elem,,1,,,,,1
"",,LEWIS ELEMENTARY,Elem,1,,1,,,2,4
"",,LOPEZ ELEMENTARY,Elem,,,,,,1,1
"",,MCDONALD ELEMENTARY,Elem,2,1,,,,2,5
"",,MORT ELEMENTARY,Elem,,1,,,,,1
"",,MULLER ELEMENTARY MAGNET,Elem,1,,1,,,,2
"",,OAK GROVE ELEMENTARY,Elem,,,,,1,,1
"",,PIZZO K-8 SCHOOL,K-8,,,,,1,,1
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,,,1,,,,1
"",,ROBLES ELEMENTARY,Elem,,1,,,,,1
"",,SHAW ELEMENTARY,Elem,,4,,,,,4
"",,SHORE ELEMENTARY,Elem,,2,,,,,2
"",,THONOTOSASSA ELEMENTARY,Elem,5,75,104,2,31,117,334
"",,TWIN LAKES ELEMENTARY,Elem,,1,,,,,1
"",,WITTER ELEMENTARY,Elem,,1,,,,,1
"","Neighborhood
Total",,,10,96,113,2,36,126,383
"Thonotosassa Total
32184176448171615",,,,,,,,,,
Tinker,Charter,WINTHROP CHARTER SCHOOL,K-8,,1,,,,,1
"",Charter Total,,,,1,,,,,1
"",Choice,BALLAST POINT ELEMENTARY,Elem,1,,,,,1,2
"",,MITCHELL ELEMENTARY,Elem,,,,,,1,1
"",Choice Total,,,1,,,,,2,3
"",Magnet,MACFARLANE PARK ELEM MAGNET,Elem,,,,,,2,2
"",,RAMPELLO K-8,K-8,,2,1,,,,3
"",Magnet Total,,,,2,1,,,2,5
"",Neighborhood,BALLAST POINT ELEMENTARY,Elem,2,2,,,,1,5
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Tinker,Neighborhood,MITCHELL ELEMENTARY,Elem,,,,,,1,1
"",,TINKER K-8 SCHOOL,K-8,9,36,77,1,59,230,412
"",,WEST SHORE ELEMENTARY,Elem,,1,,,,,1
"","Neighborhood
Total",,,12,40,78,1,59,232,422
"Tinker Total
134379159236431",,,,,,,,,,
Town and Country,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,13,,1,,14
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,1,12,,,,13
"",,HORIZON CHARTER SCH OF TAMPA,K-8,1,,11,,,2,14
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,,,,1,1
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,,,,1,,1
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,,1,,,,1
"",Charter Total,,,1,1,38,,2,3,45
"",Choice,ALEXANDER ELEMENTARY,Elem,,,2,,,,2
"",,BAY CREST ELEMENTARY,Elem,,,,,,1,1
"",,BELLAMY ELEMENTARY,Elem,,,2,,,,2
"",,BRYANT ELEMENTARY,Elem,,,1,,,,1
"",,CANNELLA ELEMENTARY,Elem,,,1,,,,1
"",,CARROLLWOOD K-8 SCHOOL,K-8,,,,,,1,1
"",,CITRUS PARK ELEMENTARY,Elem,,,,,,1,1
"",,DAVIS ELEMENTARY,Elem,,,,,1,,1
"",,DEER PARK ELEMENTARY,Elem,,,2,,,1,3
"",,DICKENSON ELEMENTARY,Elem,,,4,,1,,5
"",,EGYPT LAKE ELEMENTARY,Elem,,,1,,,,1
"",,LOWRY ELEMENTARY,Elem,,,1,,,1,2
"",,MABRY ELEMENTARY,Elem,,,,,,1,1
"",,MORGAN WOODS ELEMENTARY,Elem,,,5,,,2,7
"",,WESTCHASE ELEMENTARY,Elem,,,2,,,,2
"",,WOODBRIDGE ELEMENTARY,Elem,,,3,,,,3
"",Choice Total,,,,,24,,2,8,34
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Town and Country,"ESE Placed
Total",,,,,1,,,,1
"",Magnet,MACFARLANE PARK ELEM MAGNET,Elem,,,,,1,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,,3,,1,,4
"",Magnet Total,,,,,3,,2,,5
"",Neighborhood,BAY CREST ELEMENTARY,Elem,,,2,,,,2
"",,BELLAMY ELEMENTARY,Elem,,,1,,,,1
"",,DICKENSON ELEMENTARY,Elem,,,1,,,,1
"",,MORGAN WOODS ELEMENTARY,Elem,,,5,,,1,6
"",,TOWN AND COUNTRY ELEMENTARY,Elem,4,15,225,,12,9,265
"",,WESTCHASE ELEMENTARY,Elem,,,,,1,,1
"",,WOODBRIDGE ELEMENTARY,Elem,,,6,,,,6
"","Neighborhood
Total",,,4,15,240,,13,10,282
"Town and Country
Total
5163061921367",,,,,,,,,,
Trapnell,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,,3,14,,,4,21
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,INDEPENDENCE ACADEMY,K-8,,3,2,,,12,17
"",,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,,,,,,1,1
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,1,,,,1
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,,,1,,,,1
"",Charter Total,,,,6,19,,,17,42
"",Choice,ALAFIA ELEMENTARY,Elem,,,,,2,,2
"",,BAILEY ELEMENTARY,Elem,,,1,,,1,2
"",,BEVIS ELEMENTARY,Elem,,,,,,1,1
"",,BUCKHORN ELEMENTARY,Elem,,,1,,,1,2
"",,BURNEY ELEMENTARY,Elem,,,3,,,1,4
"",,COLSON ELEMENTARY,Elem,,,,,1,,1
"",,CORK ELEMENTARY,Elem,,,2,,,4,6
"",,DOVER ELEMENTARY,Elem,,,,,,1,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Trapnell,Choice,KNIGHTS ELEMENTARY,Elem,,,,,,5,5
"",,LITHIA SPRINGS ELEMENTARY,Elem,,,,,,1,1
"",,NELSON ELEMENTARY,Elem,,,,,,2,2
"",,PINECREST ELEMENTARY,Elem,,,,,,1,1
"",,ROBINSON ELEMENTARY,Elem,,2,,,,,2
"",,SPRINGHEAD ELEMENTARY,Elem,,1,3,,,,4
"",,TRAPNELL ELEMENTARY,Elem,,,,,,1,1
"",,VALRICO ELEMENTARY,Elem,1,2,,,,1,4
"",,WALDEN LAKE ELEMENTARY,Elem,2,,7,,1,21,31
"",,WILSON ELEMENTARY,Elem,,,1,,,2,3
"",,YATES ELEMENTARY,Elem,,,,,,1,1
"",Choice Total,,,3,5,18,,4,45,75
"",Magnet,LINCOLN ELEMENTARY MAGNET,Elem,3,11,7,,5,22,48
"",Magnet Total,,,3,11,7,,5,22,48
"",Neighborhood,BAILEY ELEMENTARY,Elem,,,1,,,,1
"",,BUCKHORN ELEMENTARY,Elem,,,,,,1,1
"",,BURNEY ELEMENTARY,Elem,,,1,,,,1
"",,COLSON ELEMENTARY,Elem,,,2,,,,2
"",,CORK ELEMENTARY,Elem,,1,1,,,,2
"",,LINCOLN ELEMENTARY MAGNET,Elem,,3,1,,,,4
"",,LOPEZ ELEMENTARY,Elem,,,,,,1,1
"",,PINECREST ELEMENTARY,Elem,,1,,,,,1
"",,ROBINSON ELEMENTARY,Elem,,6,6,,,6,18
"",,TRAPNELL ELEMENTARY,Elem,11,57,301,,9,64,442
"",,VALRICO ELEMENTARY,Elem,,,,,,1,1
"",,WALDEN LAKE ELEMENTARY,Elem,,1,4,,1,3,9
"","Neighborhood
Total",,,11,69,317,,10,76,483
"Trapnell Total
179136119160648",,,,,,,,,,
Turner/Bartels,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,,,1,,,,1
"",,DR KIRAN C PATEL ELEMENTARY,Elem,2,5,6,,1,12,26
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Turner/Bartels,Charter,LEARNING GATE COMMUNITY,K-8,,1,,,,13,14
"",,LUTZ PREPARATORY SCHOOL,K-8,5,2,3,,1,11,22
"",,SOUTHSHORE CHARTER ACADEMY,K-8,1,,,,,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,1,6,,,4,11
"",Charter Total,,,8,9,17,,2,40,76
"",Choice,CHILES ELEMENTARY,Elem,5,,3,,4,1,13
"",,CLARK ELEMENTARY,Elem,18,7,2,1,8,13,49
"",,HERITAGE ELEMENTARY,Elem,,1,1,,1,2,5
"",,HUNTER'S GREEN ELEMENTARY,Elem,5,4,8,,2,21,40
"",,MANISCALCO K-8 SCHOOL,K-8,,,1,,,1,2
"",,MCKITRICK ELEMENTARY,Elem,,,,,,1,1
"",,PRIDE ELEMENTARY,Elem,5,2,5,,2,4,18
"",,TURNER BARTELS K-8,K-8,,,4,,,4,8
"",Choice Total,,,33,14,24,1,17,47,136
"",Magnet,MACFARLANE PARK ELEM MAGNET,Elem,,,,,2,1,3
"",,MULLER ELEMENTARY MAGNET,Elem,1,1,,,,2,4
"",,RIVERHILLS ELEMENTARY MAGNET,Elem,1,,1,,3,,5
"",,ROLAND PARK K-8 MAGNET,K-8,,,1,,,2,3
"",,TURNER BARTELS K-8,K-8,,,,,,1,1
"",Magnet Total,,,2,1,2,,5,6,16
"",Neighborhood,CHILES ELEMENTARY,Elem,1,,1,,,,2
"",,CLARK ELEMENTARY,Elem,1,,1,,,,2
"",,HERITAGE ELEMENTARY,Elem,,,,,,3,3
"",,HUNTER'S GREEN ELEMENTARY,Elem,4,4,1,,3,5,17
"",,LAKE MAGDALENE ELEMENTARY,Elem,1,,,,,,1
"",,PRIDE ELEMENTARY,Elem,4,1,,,,2,7
"",,TURNER BARTELS K-8,K-8,117,133,126,3,72,233,684
"",,WALDEN LAKE ELEMENTARY,Elem,,,,,1,,1
"","Neighborhood
Total",,,128,138,129,3,76,243,717
"Turner/Bartels Total
1711621724100336945",,,,,,,,,,
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Twin Lakes,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,,,2,,,,2
"",,DR KIRAN C PATEL ELEMENTARY,Elem,,,,,,3,3
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,21,,1,1,23
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,2,5,,1,,8
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,1,,,,1
"",,LEARNING GATE COMMUNITY,K-8,,,,,,1,1
"",,LEGACY PREPARATORY ACADEMY,K-8,,,1,,,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,1,,,,,1
"",,NEW SPRINGS SCHOOL,K-8,,1,2,,,,3
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,1,,,,1
"",,SLAM ACADEMY TAMPA ELEMENTARY,Elem,,2,4,,1,,7
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,3,,,,3
"",,TRINITY SCHOOL FOR CHILDREN,K-8,1,,5,,,3,9
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,,1,1,,,,2
"",,VICTORY CHARTER SCHOOL TAMPA,Elem,,,6,,1,1,8
"",,WALTON ACADEMY,Elem,,2,,,,,2
"",,WOODMONT CHARTER SCHOOL,K-8,,1,,,,,1
"",Charter Total,,,1,10,54,,4,9,78
"",Choice,ALEXANDER ELEMENTARY,Elem,,,5,,,,5
"",,BELLAMY ELEMENTARY,Elem,,1,,,,,1
"",,BRYANT ELEMENTARY,Elem,,,,,,1,1
"",,CANNELLA ELEMENTARY,Elem,,,4,,,,4
"",,CARROLLWOOD K-8 SCHOOL,K-8,,1,1,,1,2,5
"",,CLAYWELL ELEMENTARY,Elem,,,1,,,,1
"",,CRESTWOOD ELEMENTARY,Elem,,,3,,,,3
"",,DEER PARK ELEMENTARY,Elem,,,1,,,,1
"",,EDISON ELEMENTARY,Elem,,1,,,,,1
"",,EGYPT LAKE ELEMENTARY,Elem,,4,7,,,,11
"",,LAKE MAGDALENE ELEMENTARY,Elem,,1,1,,1,1,4
"",,LUTZ K-8 SCHOOL,K-8,,,1,,,,1
"",,MENDENHALL ELEMENTARY,Elem,,,6,,,,6
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Twin Lakes,Choice,OAK GROVE ELEMENTARY,Elem,,,5,,,,5
"",,PALM RIVER ELEMENTARY,Elem,,,2,,,,2
"",,PIZZO K-8 SCHOOL,K-8,,,,,1,,1
"",,SCHWARZKOPF ELEMENTARY,Elem,,,1,,,,1
"",,TAMPA BAY BOULEVARD ELEMENTARY,Elem,,,2,,,,2
"",,TOWN AND COUNTRY ELEMENTARY,Elem,,,,,,1,1
"",,TWIN LAKES ELEMENTARY,Elem,,,2,,,,2
"",,WESTCHASE ELEMENTARY,Elem,,,2,,,2,4
"",Choice Total,,,,8,45,,3,8,64
"",ESE Placed,TOWN AND COUNTRY ELEMENTARY,Elem,,,1,,,,1
"","ESE Placed
Total",,,,,1,,,,1
"",Magnet,DUNBAR ELEMENTARY,Elem,,1,1,,,,2
"",,MACFARLANE PARK ELEM MAGNET,Elem,,,1,1,1,,3
"",,MULLER ELEMENTARY MAGNET,Elem,,1,3,,,,4
"",,ROLAND PARK K-8 MAGNET,K-8,1,,1,,,1,3
"",,SHORE ELEMENTARY,Elem,,1,1,,,,2
"",Magnet Total,,,1,3,7,1,1,1,14
"",Neighborhood,ALEXANDER ELEMENTARY,Elem,,,1,,,,1
"",,CANNELLA ELEMENTARY,Elem,,,1,,,,1
"",,CITRUS PARK ELEMENTARY,Elem,,,,,,1,1
"",,CRESTWOOD ELEMENTARY,Elem,,,2,,,,2
"",,EGYPT LAKE ELEMENTARY,Elem,,3,3,,,,6
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,LAKE MAGDALENE ELEMENTARY,Elem,1,,1,,,,2
"",,OAK GROVE ELEMENTARY,Elem,,1,5,,1,3,10
"",,ROLAND PARK K-8 MAGNET,K-8,1,,,,,,1
"",,SEMINOLE HEIGHTS ELEMENTARY,Elem,,1,,,,,1
"",,TWIN LAKES ELEMENTARY,Elem,6,60,353,,21,27,467
"","Neighborhood
Total",,,8,65,367,,22,31,493
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Valrico,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,,4,,,,4
"",,DR KIRAN C PATEL ELEMENTARY,Elem,,,2,,,,2
"",,EXCELSIOR PREP CHARTER SCHOOL,Elem,,1,1,,,,2
"",,INDEPENDENCE ACADEMY,K-8,4,2,4,,,10,20
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,6,2,4,,,5,17
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,2,,,,,2
"",,SLAM ACADEMY AT APOLLO BEACH,K-8,,,,,,1,1
"",,VALRICO LAKE ADVANTAGE ACAD,Elem,1,,4,,,8,13
"",,WALTON ACADEMY,Elem,,,,,1,,1
"",,WINTHROP CHARTER SCHOOL,K-8,,,1,,,4,5
"",Charter Total,,,11,7,20,,1,28,67
"",Choice,ALAFIA ELEMENTARY,Elem,,,,,,3,3
"",,BEVIS ELEMENTARY,Elem,,,1,,,,1
"",,BOYETTE SPRINGS ELEMENTARY,Elem,,1,,,,,1
"",,BROOKER ELEMENTARY,Elem,,,,,1,,1
"",,BUCKHORN ELEMENTARY,Elem,2,,2,,,9,13
"",,CHILES ELEMENTARY,Elem,,,,,,3,3
"",,CIMINO ELEMENTARY,Elem,,,,,1,3,4
"",,COLSON ELEMENTARY,Elem,,,,,,5,5
"",,CORK ELEMENTARY,Elem,,,,,1,1,2
"",,DOVER ELEMENTARY,Elem,,,2,,,1,3
"",,FROST ELEMENTARY,Elem,,1,,,,,1
"",,KINGSWOOD ELEMENTARY,Elem,,,,,,1,1
"",,LIMONA ELEMENTARY,Elem,,2,1,,,,3
"",,LITHIA SPRINGS ELEMENTARY,Elem,,,1,,,5,6
"",,LOPEZ ELEMENTARY,Elem,,,,,,1,1
"",,MINTZ ELEMENTARY,Elem,,,,,1,,1
"",,NELSON ELEMENTARY,Elem,,,2,,,2,4
"",,PIZZO K-8 SCHOOL,K-8,,,,,1,,1
"",,RIVERVIEW ELEMENTARY,Elem,,,2,,,1,3
"",,SCHMIDT ELEMENTARY,Elem,,,1,,,,1
Zoned School,Placement,Current School,"School
Level",Asian,Black,Hispanic,Indian,Multi,White,"Grand
Total"
Valrico,Choice,SUMMERFIELD CROSSINGS ELEM,Elem,,,2,,,,2
"",,TAMPA PALMS ELEMENTARY,Elem,,,,,,1,1
"",,VALRICO ELEMENTARY,Elem,,1,2,,,2,5
"",,WALDEN LAKE ELEMENTARY,Elem,,,,,,2,2
"",,YATES ELEMENTARY,Elem,,1,,,,,1
"",Choice Total,,,2,6,16,,5,42,71
"",Magnet,LINCOLN ELEMENTARY MAGNET,Elem,12,,1,,1,,14
